部門名,耕種農業,畜産,農業サービス,林業,水産業,金属鉱物,石炭・石油・ガス,非金属鉱物,食肉・畜産食料品,水産食料品,精穀・製粉,めん・パン・菓子類,その他の食料品,飲料・たばこ,飼料・有機質肥料（別掲を除く。）,繊維工業製品,衣服・その他の繊維製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学肥料,無機化学工業製品,有機化学工業製品,合成樹脂・化学繊維,医薬品,化学最終製品（医薬品を除く。）,石油・石炭製品,プラスチック製品,ゴム製品,なめし革・毛皮・同製品,ガラス・ガラス製品,セメント・セメント製品,陶磁器・その他の窯業・土石製品,銑鉄・粗鋼,鉄屑,鋼材,鋳鍛造品・その他の鉄鋼製品,非鉄金属精錬・精製,非鉄金属屑,非鉄金属加工製品,建設・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機械,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信機械・同関連機器,電子計算機・同附属装置,自動車,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,土木,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃借,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,公務,教育,研究,医療・保健衛生,社会保険・社会福祉,介護,その他の非営利団体サービス,物品賃借サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明
耕種農業,0.015959,0.067308,0.008914,0.001708,0,0,0,0,0.000301,0.000155,0.785429,0.012,0.060491,0.003311,0.255713,0.009101,0.000452,0.000029,0,0.000532,0.000045,0,0,0,0,0,0.003716,0.001643,0,0,0.02581,0,0,0,0.000136,0,0,0,0,0,0,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003835,0,0.000637,0.000007,0.001903,0,0,0,0,0,0.00022,0,0.000001,0,0.000003,0,0,0,0,0,0,0,0.000086,0,0,0,0,0.000003,0.000307,0,0.000395,0.005459,0.00376,0.001885,0.000072,0,0,0.000001,0.017896,0.020873,0.000061,0.001641,0.006309,0,0
畜産,0.009681,0.048537,0.024042,0.000183,0,0,0,0,0.577656,0.000001,0,0.002701,0.012757,0,0.006872,0.00139,0.000079,0,0,0,0,0,0.000539,0,0,0,0.000015,0,0,0,0,0.002218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000011,0,0,0,0,0,0.000005,0.001241,0.000052,0.000797,0.000655,0,0,0,0,0,0.002868,0.005408,0,0.000001,0.000234,0,0
農業サービス,0.051324,0.090738,0,0.000188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001133,0,0,0,0,0,0,0,0,0,0,0,0,0.000898,0,0,0
林業,0.000151,0,0,0.1652,0.00007,0,0,0.000023,0,0.000052,0,0.000107,0.001342,0,0.001076,0.000006,0,0.20087,0.000013,0.000438,0.000003,0,0,0.000083,0,0,0,0.000334,0,0,0,0.000505,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000051,0,0.000126,0,0.00001,0.000032,0.000055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0.000221,0.000183,0,0,0,0,0,0.001729,0.00195,0,0,0.000146,0,0
水産業,0,0,0,0,0.020041,0,0,0,0,0.341378,0,0.000129,0.001566,0,0.001258,0.000001,0,0,0,0,0,0,0.000036,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009,0,0,0,0,0.000001,0,0,0.000093,0.001466,0.001231,0,0,0,0,0,0.005947,0.009204,0,0.000015,0.000486,0,0
金属鉱物,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306,0.004958,0,0,0,0,0,0,0,0,0.000003,0.000068,0.000538,0,0,0,0,0.23213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石炭・石油・ガス,0,0,0,0,0,0,0,0,0.000003,0,0,0.000268,0.000027,0,0,0.000007,0,0.000005,0,0.012173,0.000381,0,0.068924,0.000969,0.002173,0.001234,0.000036,0.00013,0.002512,0.000002,0.000245,0,0.000118,0.046346,0.00706,0,0,0.005271,0.000116,0.000193,0,0.000154,0.000088,0.000218,0.000139,0.000031,0,0,0.000122,0.000053,0,0,0.000212,0,0.00007,0.000062,0,0,0,0.00007,0,0,0,0.030118,0.302301,0,0,0,0,0,0,0,0,0.000004,0,0,0,0,0.000208,0,0,0,0,0,0,0,0,0.000127,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0
非金属鉱物,0,0,0,0.002161,0,0,0,0.00225,0,0,0,0,0,0,0,0.000001,0,0.000001,0,0.002879,0.000043,0,0.004583,0.0009,0.003083,0,0.000097,0.000056,0.053316,0,0.000181,0,0.043312,0.081718,0.074402,0,0,0,0.000172,0.000169,0,0.00006,0.000041,0.000009,0.000011,0.000064,0.000045,0,0,0,0,0,0,0,0,0,0,0,0.000562,0,0.001703,0.000236,0.013158,-0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,-0.000048,-0.000027,0,0.00002,0.000068,0,0.000106
食肉・畜産食料品,0,0.000388,0,0,0,0,0,0,0.05772,0.000002,0,0.028049,0.036141,0.012489,0.013982,0,0.000669,0,0,0.00096,0,0,0,0,0,0,0.002761,0.003767,0,0,0,0.007985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000064,0,0,0,0,0.000041,0.000036,0,0.000338,0.004615,0.003494,0,0,0,0,0,0.023756,0.051063,0,0.000013,0.002135,0,0
水産食料品,0,0,0,0,0.026354,0,0,0,0.000119,0.033878,0,0.002622,0.011626,0,0.008656,0.000002,0,0,0,0,0,0,0,0,0,0,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000014,0,0,0,0,0.000009,0.000011,0,0.00021,0.004136,0.003138,0,0,0,0,0,0.01308,0.022976,0,0.000006,0.000977,0,0
精穀・製粉,0,0.000978,0,0.004373,0,0,0,0,0.000001,0.000031,0.000593,0.065205,0.036112,0.024815,0.025829,0.000002,0,0.00142,0,0,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000035,0,0,0,0,0.000003,0,0,0.000166,0.002993,0.002474,0.000721,0,0,0,0,0.011303,0.013274,0,0,0.000883,0,0
めん・パン・菓子類,0,0,0,0,0,0,0,0,0,0,0,0.015389,0.001891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000042,0,0,0,0,0.000042,0,0,0.000088,0.001586,0.001314,0.000712,0,0,0,0,0.006641,0.020374,0,0,0.000532,0,0
その他の食料品,0,0.009376,0,0.005742,0.000982,0,0,0,0.008656,0.01645,0.000086,0.111592,0.14586,0.024187,0.218451,0.000027,0,0,0,0.002575,0.000024,0,0.000125,0.0001,0,0.000567,0.006843,0.009005,0,0.000015,0.000004,0.000169,0.000021,0,0.002835,0,0,0,0.000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000057,0,0,0,0,0.000127,0,0,0.000711,0.00775,0.006038,0,0,0,0,0,0.026465,0.048998,0,0,0.002282,0,0
飲料・たばこ,0,0.000042,0.000006,0,0.012552,0,0,0,0.00156,0.000423,0,0.001144,0.001659,0.025894,0,0,0,0,0,0,0,0,0,0,0,0,0.000044,0.000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185,0.000065,0,0,0,0,0,0,0,0,0,0,0,0.000237,0,0,0,0,0.000025,0,0,0.000205,0.002287,0.001818,0,0,0,0,0.000011,0.025808,0.067611,0,0,0.001597,0,0.001298
飼料・有機質肥料（別掲を除く。）,0.006848,0.357224,0.015783,0.000129,0.017499,0,0,0,-0.000012,0,0,0,0,0,0.005653,-0.000003,0,0,0,0,0,0,0.000289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000037,0,0,0,0,0,0.00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000612,0.003405,0.00001,0.00007,0.000017,0,0,0,0,0,0,0,0,0.000563,0,0,0
繊維工業製品,0.000187,0.000018,0.00024,0.002829,0.011864,0,0,0.000016,0.000003,0,0,0,0,0,0,0.0847,0.19597,0.000423,0.005602,0.003075,0.003716,0.000626,0.000944,0,0,0,0,0.000155,0,0.000762,0.024425,0.019649,0.004221,0.000006,0.001203,0,0,0,0.000022,0,0,0.000204,0.000075,0.000273,0.00003,0.001465,0.000278,0.002277,0.000064,0,0.00298,0,0,0.000084,0,0.000868,0.003641,0.000819,0.001386,0.000034,0.000339,0.001861,0.000118,0,0,0.000073,0.000071,0.000236,0.000285,0.000006,0.000002,0,0,0.000258,0.00006,0.000012,0.003828,0.000047,0.001111,0.000372,0.000494,0.00005,0.000001,0.000006,0.00027,0.000045,0.000004,0,0.00012,0.000064,0.000059,0.000124,0.000157,0,0.00001,0.000426,0.000584,0.000001,0.000174,0.001854,0.000867,0.013631,0.000285
衣服・その他の繊維製品,0.003555,0.000762,0.000876,0.000872,0.006829,0,0,0.003775,0.000417,0.000666,0.000176,0.001235,0.000979,0.000544,0.000059,0.001424,0.002887,0.002039,0.001565,0.001559,0.002294,0.000307,0.003275,0.000147,0.00398,0.00202,0.001,0.000918,0.000259,0.000218,0.00189,0.001352,0.005798,0.000992,0.001973,0,0,0.000303,0.000891,0.000061,0,0.000549,0.001044,0.000989,0.001344,0.000951,0.001019,0.003941,0.003557,0.002291,0.006725,0.001013,0.00224,0.004256,0.001458,0.001912,0.001371,0.000308,0.002954,0.001564,0.002628,0.00152,0.001195,0.000116,0.000225,0.000434,0.003239,0.003565,0.003893,0.001394,0.000228,0.000018,0,0.001187,0.001279,0.000351,0.005239,0.001444,0.000589,0.001113,0.002255,0.002305,0.0005,0.001019,0.001283,0.006229,0.000199,0.000432,0.001688,0.005469,0.002669,0.022941,0.002529,0.000081,0.000815,0.002272,0.009014,0.000643,0.005397,0.003763,0.005076,0.002646,0.00045
木材・木製品,0.000039,0.000995,0.000087,0.006903,0.001541,0,0,0.000513,0.000109,0.000361,0,0.000157,0.000229,0.000798,0.010282,0.000037,0.000096,0.181715,0.092873,0.060531,0.005033,0.000066,0.000409,0,0,0,0.000008,0.000606,0,0.000116,0.000055,0.005139,0.010519,0.000191,0.004337,0,0,0.000019,0.000082,0,0,0.000773,0.000897,0.000589,0.000219,0.000151,0.001006,0.000075,0.000202,0.0002,0.000513,0.000079,0.00012,0.000075,0.000052,0.000105,0.006378,0.00265,0.013915,0,0.057158,0.013854,0.002436,0.000385,0.000005,0,0.000013,0.001027,0.000336,0.000072,0,0.000001,0.000003,0.000004,0.000001,0,0.000209,0.000004,0.000002,0.000614,0.007788,0.000048,0.000035,0.000141,0.000052,0.000011,0.000031,0.000074,0.000016,0.000028,0.000022,0.000118,0.000037,0,0.000077,0.000385,0.000235,0.000871,0.000304,0.000448,0.000775,0,0.00002
家具・装備品,0,0,0.000023,0.000544,0.000368,0,0,0.000952,0.000148,0.000191,0.000031,0.000242,0.000277,0.000284,0.000015,0.000254,0.000185,0.0003,0.020059,0.001106,0.00126,0.000302,0.000227,0.001034,0.000468,0.000896,0.001547,0.000909,0.000084,0.000686,0.001159,0.000493,0.001014,0.000506,0.001959,0,0,0.000126,0.000747,0.000075,0,0.00042,0.000256,0.000209,0.00034,0.000489,0.000562,0.001392,0.001039,0.000999,0.001639,0.000978,0.001131,0.002789,0.00227,0.00031,0.008581,0.001337,0.003198,0.00014,0.011774,0.020284,0.000073,0.00045,0.000696,0.001374,0.005924,0.001409,0.001021,0.002721,0.000331,0.001222,0.000166,0.00032,0.00046,0,0.002161,0.000572,0.000499,0.002971,0.003477,0.000415,0.002714,0.000751,0.003756,0.001586,0.00207,0.002819,0.001698,0.008005,0.003199,0.013717,0.001423,0.000095,0.000205,0.00209,0.003308,0.002731,0.000934,0.005884,0.003388,0,0.000174
パルプ・紙・板紙・加工紙,0.000023,0,0.000162,0,0.000078,0,0,0,0.000019,0.000076,0,0.000443,0,0.000002,0.000029,0.000434,0.00072,0.008039,0.011122,0.334711,0.344036,0.115797,0,0.00069,0,0,0.002212,0.000549,0,0.003053,0.004074,0.000855,0.000974,0,0.001345,0,0,0.000003,0.000014,0,0,0.000885,0.000092,0.000575,0.000187,0.000302,0.000372,0.001244,0.00396,0.002237,0.00226,0.000171,0.000136,0.00208,0.00209,0.000107,0.000001,0.000001,0.004745,0.000119,0.003471,0.002161,0.000001,0,0,0,0.000276,0.000002,-0.001073,0.000394,0,0,0.000069,0,0.000301,0,0.000076,0.000083,0.006031,0.005581,0.006188,0,0.000126,0.000001,0.034494,0.000211,0.001945,0.003335,0.000081,0.001176,0.000947,0.001813,0,0,0.00017,0.004416,0.001136,0,0.000591,0.000612,0.000089,0.136054,0.001222
紙加工品,0.018214,0.001626,0.046754,0.003261,0.000541,0,0,0,0.005466,0.006959,0.00057,0.01403,0.011403,0.021895,0.001299,0.00169,0.001064,0.000478,0.009157,0.002142,0.007479,0.001149,0.003884,0.000371,0,0.002942,0.019787,0.003509,0.000058,0.001857,0.001257,0.014067,0.001616,0.006363,0.009418,0,0,0,0.000032,0,0,0.000081,0.000087,0.003206,0.000802,0.000332,0.003779,0.000864,0.00269,0.003686,0.007645,0.000574,0.000479,0.001141,0.000847,0.000115,0.000027,0.000214,0.003893,0.001171,0.000015,0.001887,0,0,0,0.000147,0.000694,0.006776,0.006261,0.001414,0.000024,0,0,0.000222,0.000499,0,0.0013,0.000386,0.00032,0.00588,0.009507,0.000421,0.00025,0.000302,0.000871,0.000235,0.000713,0.000945,0.000863,0.006156,0.00515,0.001702,0.00001,0.000088,0.000003,0.002057,0.000708,0.002747,0.000421,0.00054,0.001185,0.265119,0.000744
印刷・製版・製本,0.000075,0,0.000109,0.000205,0.000336,0,0,0.000291,0.004111,0.002789,0.005679,0.010751,0.009171,0.001827,0.000056,0.000098,0.000993,0.00103,0.003271,0.000382,0.040725,0.051336,0.000732,0.000884,0.000202,0.000173,0.002369,0.003337,0.000241,0.00028,0.000976,0.000122,0.005944,0.000122,0.000268,0,0,0.000024,0.001338,0.000174,0,0.000838,0.000318,0.003304,0.001517,0.000932,0.007756,0.005833,0.001879,0.001659,0.015531,0.001914,0.000026,0.006503,0.004131,0.001363,0.001077,0.003045,0.004278,0.002883,0.000464,0.00084,0.000503,0.000856,0.003375,0.001659,0.005842,0.004431,0.007537,0.017694,0.000217,0.000034,0,0.001571,0.001892,0,0.001832,0.000503,0.005279,0.001364,0.006816,0.009334,0.007615,0.002835,0.020443,0.010471,0.008381,0.026258,0.002265,0.009496,0.001607,0.039151,0.001128,0.007814,0.001136,0.005959,0.000542,0.000518,0.002017,0.012353,0.00376,0,0.000092
化学肥料,0.047179,0,0.000308,0.000833,0,0,0,0,0,0.000052,0,0,0,0.000099,0.000008,0.000004,0.000001,0.000008,0,0.000002,0.000001,0.000003,0.180818,0.002251,0.002932,0.021008,0.00107,0.006467,0,0,0.000071,0.000004,0.000009,0,0.000367,0,0,0.000015,0,0.000009,0,0,0,0,0,0.00001,0,0,0.000005,0,0,0,0.000097,0,0,0,0,0,0.00001,0,0,0,0.000381,0.000015,0.000069,0,0,0,0,0,0.000003,0,0,0,0,0,0,0,0,0.000012,0,0,0,0,0,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153,0.000632,0,0.000352
無機化学工業製品,0.000875,0.000342,0.000481,0.000282,0.000491,0,0,0.000091,0.001339,0.000991,0,0.005165,0.001589,0.00181,0.00046,0.005947,0.000138,0.000223,0.000376,0.013264,0.003251,0.000011,0.074366,0.150549,0.232613,0.012637,0.027131,0.059895,0.000291,0.004058,0.019361,0.000435,0.017911,0.000404,0.003025,0,0,0.000945,0.000936,0.001087,0,0.000213,0.006693,0.000938,0.000834,0.00075,0.000468,0.007415,0.002264,0.000848,0.000923,0.002435,0.001712,0.004296,0.001342,0.00012,0.001692,0.000307,0.001606,0.00046,0.000106,0.000254,0.000676,0.000001,0.000006,0.008724,0.010899,0,0,0,0,0,0,0.000012,0.000052,0,0,0,0,0.000727,0.000263,0,0,0,0.000008,0.000242,0.000008,0.003598,0.00052,0.000267,0.000225,0,0,0.000046,0.000361,0,0.000077,0.000159,0.001721,0.000044,0.000057,0,0.00182
有機化学工業製品,0,0,0.000125,0.000054,0,0,0,0.000045,0.001933,0.000967,0,0.002726,0.001442,0.002159,0.00095,0.009284,0.000017,0.001797,0.001127,0.022608,0.001388,0.000732,0.024227,0.002859,0.215529,0.618782,0.059518,0.214584,0.00128,0.027884,0.092271,0.000061,0.020949,0.000197,0.004574,0,0,0,0.000017,0.000527,0,0.000749,0.00013,0.000117,0.000299,0.00002,0.000561,0.004292,0.001288,0.001744,0.005537,0.000488,0.000195,0.00042,0.000023,0.000091,0.000204,0.000003,0.000328,0,0.000052,0.000182,0,0,0.000206,0.000052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000051,0.000436,0.000003,0,0,0.000035,0.000003,0.000353,0.00515,0.000425,0.000012,0.00007,0,0.000001,0,0.000304,0,0,0,0.000693,0,0.000093,0,0.001159
