部門名,耕種農業,畜産,農業サービス,林業,水産業,金属鉱物,石炭・石油・ガス,非金属鉱物,食肉・畜産食料品,水産食料品,精穀・製粉,めん・パン・菓子類,その他の食料品,飲料・たばこ,飼料・有機質肥料（別掲を除く。）,繊維工業製品,衣服・その他の繊維製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学肥料,無機化学工業製品,有機化学工業製品,合成樹脂・化学繊維,医薬品,化学最終製品（医薬品を除く。）,石油・石炭製品,プラスチック製品,ゴム製品,なめし革・毛皮・同製品,ガラス・ガラス製品,セメント・セメント製品,陶磁器・その他の窯業・土石製品,銑鉄・粗鋼,鉄屑,鋼材,鋳鍛造品・その他の鉄鋼製品,非鉄金属精錬・精製,非鉄金属屑,非鉄金属加工製品,建設・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機械,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信機械・同関連機器,電子計算機・同附属装置,自動車,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,土木,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃借,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,公務,教育,研究,医療・保健衛生,社会保険・社会福祉,介護,その他の非営利団体サービス,物品賃借サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明,内生部門計,家計外消費支出（列）,民間消費支出,一般政府消費支出,県内総固定資本形成（公的）,県内総固定資本形成（民間）,在庫純増,調整項,県内最終需要計,県内需要合計,移輸出,最終需要計,需要合計,（控除）移輸入,最終需要部門計,県内生産額,移入率,自給率,民間消費支出構成比,一般政府消費支出構成比
航空輸送,408,302,"15,018","43,861","7,403",0,0,"30,359","21,353",708,674,"7,524","7,289","1,894",445,824,"15,145","21,984","5,984","10,864","29,286","38,990","1,635",198,69,105,"123,717","1,971","1,922","22,022","6,272",841,"4,436","41,655","4,387",0,0,"6,755","7,235",297,0,"2,025","53,113","38,077","97,400","208,301","65,839","28,676","72,969","24,106","3,327","25,777","5,035","30,443","4,137","155,085","3,602",996,"13,634",9,"16,178","22,955","111,378","39,094","2,054","16,396","287,791","1,225,207","346,722","235,088","5,548","7,393",15,649,"47,957",108,"2,398","19,703","12,828","1,696","11,387","240,578","124,997","105,728","463,596","236,140","529,852","171,670","248,977","7,752","19,992","131,890","105,728","23,160","25,790","444,850","35,248","37,232","34,255","95,993","56,472",578,"246,174","7,115,580","115,277","13,766,380",92,"2,047","5,470",0,0,"13,889,266","21,004,846","2,346,725","16,235,991","23,351,571","-17,735,108","-1,499,117","5,616,463",0.844334 ,0.155666 ,0.005413 ,0.000000 
貨物利用運送,"38,818","218,861","5,095","10,360","13,395",0,0,"3,841","69,921","54,935","103,833","28,598","47,897","3,303","3,546",409,"3,446","42,372","3,152","29,354","45,893","24,934","4,949",148,70,175,"11,335","2,969","16,966","10,983","2,389","4,504","4,589","96,360","13,742",0,0,"3,598","26,938",531,0,"3,520","14,005","22,487","29,033","41,712","22,073","18,700","42,308","10,402","1,063","2,347","1,904","13,038","1,701","310,044","6,534",853,"12,143","8,224","141,390","47,952","395,907","5,809","9,900","4,558","8,546","13,552","33,778","13,576","1,309","5,069","1,208","41,703","67,455","29,151","1,662","1,942","8,911",455,"5,756","79,638","4,312",742,"22,049","35,682","17,744","15,704","132,731","13,970","11,378","9,467","4,027","8,413","34,697","17,308","18,289","74,453","4,345","6,589","5,907","20,773","78,513","2,970,620","38,976","736,535","1,234","29,938","224,536","3,573",0,"1,034,792","4,005,412","2,724,023","3,758,815","6,729,435","-1,898,907","1,859,908","4,830,528",0.474085 ,0.525915 ,0.000290 ,0.000001 
倉庫,"139,283","742,478","23,043","45,523","54,324",0,0,"8,449","109,669","233,823","648,756","77,997","274,502","13,142","67,888","1,480","9,974","138,263","10,788","119,536","141,147","72,964","39,136",525,198,416,"40,684","8,527","44,452","64,274","9,842","17,663","28,418","264,337","63,307",0,0,"20,148","95,770","7,370",0,"40,863","52,619","116,324","123,664","183,565","118,667","88,562","186,923","63,085","5,208","13,919","16,260","72,718","10,386","881,585","24,541","3,044","52,087","345,418","350,777","113,752","1,142,363","65,374","153,865","15,091","18,083","53,705","157,181","73,437","7,515","35,506","2,636","4,380","30,951","65,824","2,079","4,093","1,539","2,469","27,785","2,859","32,548","13,885","96,805","322,432","90,629","74,774","253,118","50,359","36,600","35,812","13,450","1,428","97,233","63,540","63,395","270,679","11,442","21,404","16,005","51,874","16,890","10,003,100","72,733","1,167,890","3,971","32,204","234,721","16,381",0,"1,527,900","11,531,000","5,624,602","7,152,502","17,155,602","-10,774,336","-3,621,834","6,381,266",0.934380 ,0.065620 ,0.000459 ,0.000003 
運輸附帯サービス,"1,418",0,697,0,"57,943",0,0,"7,795","69,028","2,051","1,376","28,238","11,766","9,117","3,095",242,"1,703","42,478","7,669","122,379","5,195","47,083","25,179",470,53,719,"32,037","1,564",40,"64,549","13,002","7,780","94,286","28,964","5,736",0,0,"62,547","7,090",18,0,"2,951","1,890","28,054","44,555","67,739","38,930","36,659","83,230","199,247",651,"19,006","13,985","13,493","14,241","272,549","9,270",873,"52,604","3,665",0,0,"14,622",0,0,0,0,"1,782,496","240,272","1,629",0,0,0,"247,496","4,053,668","8,789,209","387,804","1,366,003","226,842","74,285","179,296",0,0,0,"25,434","22,287",142,"2,514",0,0,0,0,"205,297",0,90,10,"1,745,725","349,169",0,"63,324",0,0,"492,734","21,937,247","27,996","19,952,043","-42,702",0,0,0,0,"19,937,337","41,874,584","19,284,478","39,221,815","61,159,062","-10,498,950","28,722,865","50,660,112",0.250724 ,0.749276 ,0.007845 ,-0.000037 
郵便・信書便,"14,301","32,510","4,962","69,508","15,764",0,0,"12,320","23,168","5,658",330,"23,556","7,472","2,653",442,275,"23,343","17,660","4,505","10,893","19,290","13,097","5,446",236,42,144,"61,977",999,"4,174","25,137","1,889","3,662","1,373","22,327","2,869",0,0,"2,696","4,886",757,0,"3,096","31,003","41,538","30,299","63,011","20,498","6,763","25,638","8,980",549,"12,109","1,145","13,751","1,249","51,862","4,218",326,"19,952","12,457","150,361","122,428","608,307","51,796","40,923","90,292","79,252","485,468","997,987","2,767,001","20,226","156,294",0,"29,108","102,862",0,"11,183","6,450","12,218","9,742","52,903",0,"1,363,220","106,855","200,600","3,328,666","603,384","875,820","422,166","627,971","88,506","528,069","117,537","14,008","125,352","351,018","107,236","324,669","70,199","94,950","183,712",0,"27,551","16,145,055","91,213","1,576,752",0,0,0,0,0,"1,667,965","17,813,020","70,552","1,738,517","17,883,572","-2,211,888","-473,371","15,671,684",0.124173 ,0.875827 ,0.000620 ,0.000000 
通信,"26,351","31,081","29,352","94,819","100,859",0,0,"32,010","66,248","84,016","5,760","47,116","78,362","6,599","1,095","1,186","14,702","72,145","10,385","23,131","52,769","53,694","20,698",569,82,294,"566,546","3,391","15,423","41,431","8,467","8,290","4,436","60,276","9,029",0,0,"8,287","15,699","2,226",0,"6,625","102,294","63,856","138,851","252,181","79,517","40,585","117,827","36,135","2,906","52,356","5,028","62,665","5,685","202,120","13,169","1,397","32,996","2,816","189,064","1,317,398","3,940,386","15,315","8,768","217,334","354,436","3,901,025","5,219,365","3,085,474","185,698","619,574",0,"72,959","523,448",0,"240,893","14,394","24,404","19,991","211,421","172,386","19,141,482","909,268","2,060,479","3,165,176","251,909","1,533,165","1,014,735","790,918","96,302","817,080","209,760","45,204","328,640","1,148,934","327,441","1,130,394","247,044","192,667","191,028",0,"1,693,442","58,444,634","719,809","62,690,045",0,0,0,0,0,"63,409,854","121,854,488","312,374","63,722,228","122,166,862","-7,417,873","56,304,355","114,748,989",0.060875 ,0.939125 ,0.024651 ,0.000000 
放送,"6,442","2,773",198,848,92,0,0,602,970,257,89,"1,164","1,211",93,30,18,127,589,60,97,"1,025",845,145,2,1,3,142,9,158,33,183,162,179,"1,223",27,0,0,858,48,37,0,159,661,62,"1,225","2,648",519,346,132,898,116,17,176,380,77,"7,078",512,30,511,521,"20,012","6,855","52,024",163,54,360,"16,851","31,966","185,432","68,359","6,296","11,090",0,"1,678","4,446",0,898,120,167,222,"18,888",962,"6,385","834,113","29,623","4,116","21,998",710,"42,063","14,189","21,057","17,399","13,489","8,805,180","16,347","17,934","64,748","920,247","252,434","179,258","4,793",0,"2,476","11,732,210","61,099","11,991,454",0,0,0,0,0,"12,052,553","23,784,763",185,"12,052,738","23,784,948",0,"12,052,738","23,784,948",0.000000 ,1.000000 ,0.004715 ,0.000000 
情報サービス,"148,568","294,427","98,628","143,780","98,355",0,0,"43,277","243,420","121,622","31,974","226,918","230,050","41,956","14,984","2,952","30,299","227,528","43,900","151,152","157,712","174,689","89,510","4,702",698,"2,228","622,594","23,571","25,638","135,006","59,551","55,274","48,045","242,296","81,064",0,0,"46,487","108,034","9,702",0,"39,365","140,788","325,769","545,759","1,488,805","325,778","523,802","1,373,054","455,313","5,123","125,752","76,257","617,805","231,439","1,478,833","73,817","8,992","152,357","14,130","939,976","265,745","3,083,970","594,695","72,384","1,311,948","488,067","4,098,938","9,110,818","11,700,871","611,141","397,967",0,"51,822","1,033,114",0,"37,340","35,948","49,740","102,194","1,304,550","197,717","5,515,675","5,552,875","5,411,623","11,307,482","2,533,744","3,187,828","4,227,152","1,479,709","280,846","2,512,654","1,189,421","3,884,618","305,668","4,362,857","830,584","608,912","234,885","1,489,608","529,495",0,"352,178","103,370,288","540,984","27,144,729","372,460","27,607,521","39,870,839",0,650,"95,537,183","198,907,471","1,236,638","96,773,821","200,144,109","-115,737,643","-18,963,822","84,406,466",0.581867 ,0.418133 ,0.010674 ,0.000322 
公務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,856,539","11,856,539",0,"79,491,333","363,288,572",0,0,0,0,"442,779,905","454,636,444",0,"442,779,905","454,636,444",0,"442,779,905","454,636,444",0.000000 ,1.000000 ,0.031257 ,0.313913 
教育,0,0,"3,062",446,0,0,0,"2,896","19,721","9,541","1,720","28,048","19,369",595,274,5,2,"10,603",14,"14,337","8,858",929,"1,139",254,76,282,"16,917","2,159",1,778,"9,150",0,"5,931","49,208","3,432",0,0,"1,008","18,886",0,0,"3,143","49,803","26,557","86,430","121,759","29,667","114,688","429,573","62,061","10,220","13,391","10,008","145,954","4,148","170,113","8,912",591,"22,514",576,"104,174","3,098","172,104","54,027","6,394","5,553","22,120","77,961","168,359","101,332",470,171,0,"113,235","29,098","34,983",818,445,"4,469","2,478","13,481","7,736","1,037,040","23,746","470,121","5,838",686,95,"82,228","16,380","3,460",0,"37,195","13,372",429,"333,290","25,707","56,756","71,125","18,067","37,199",0,"23,436","4,718,425",0,"50,482,512","194,984,039",0,0,0,0,"245,466,551","250,184,976","67,043","245,533,594","250,252,019","-211,844","245,321,750","250,040,175",0.000847 ,0.999153 ,0.019851 ,0.168483 
研究,"14,724",158,0,"124,512","57,151",0,0,"24,185","674,770","112,967","12,021","192,548","411,336","38,959","4,901","13,986","72,844","130,160","51,811","314,461","514,027","198,845","162,523","68,464","6,095","18,109","7,542,871","107,411","13,158","793,648","186,683","119,586","358,325","1,062,673","66,598",0,0,"339,191","227,710","34,875",0,"191,544","298,353","443,938","2,219,032","8,172,311","3,868,879","4,392,416","10,910,680","2,758,270","214,045","813,453","161,691","3,184,080","499,616","31,001,299","162,776","56,912","1,117,406","55,611","322,742","58,743","1,845,813","374,334","101,719",349,0,"812,404","1,049,546","86,150",0,0,0,"58,221","217,404",0,"14,150","3,915","12,152","28,385","75,221",0,"1,741,062","116,544","1,348,506","6,371",0,"250,157","1,872,112","6,968","7,288",0,"600,493","6,923","135,318","85,802",0,0,0,"7,655","6,991",0,"1,278,072","97,126,108",0,"82,351","8,549,834",0,0,0,0,"8,632,185","105,758,293","145,578","8,777,763","105,903,871","-4,975,685","3,802,078","100,928,186",0.047048 ,0.952952 ,0.000032 ,0.007388 
医療・保健衛生,0,0,"26,555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,28,599,0,0,0,0,"2,097",0,0,33,10,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,131,"1,726",0,56,"7,921",0,"4,468","10,390","31,079","1,143","2,395",0,837,60,0,"4,824",0,0,"160,810","13,348",636,"116,316","9,646","9,464","9,413","9,869","2,116","18,183,035","157,755","222,047",590,0,115,0,"6,379",187,"10,881",156,879,"1,959",0,"162,259","19,172,792","5,076,734","15,224,339","439,685,450",0,0,0,0,"459,986,523","479,159,315","1,678","459,988,201","479,160,993",0,"459,988,201","479,160,993",0.000000 ,1.000000 ,0.005986 ,0.379927 
社会保険・社会福祉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,709","45,074,511","33,360,171",0,0,0,0,"78,498,391","78,498,391",0,"78,498,391","78,498,391",0,"78,498,391","78,498,391",0.000000 ,1.000000 ,0.017724 ,0.028826 
介護,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,156,797","92,343,490",0,0,0,0,"97,500,287","97,500,287",0,"97,500,287","97,500,287",0,"97,500,287","97,500,287",0.000000 ,1.000000 ,0.002028 ,0.079793 
その他の非営利団体サービス,28,0,"5,687","5,497","155,794",0,0,"32,694","86,514","46,867","21,961","40,428","30,712","9,708","1,246",769,"9,363","42,771","3,410","37,921","38,543","24,383","10,534","2,392",138,402,"130,266","2,138","10,526","16,212","4,659",438,"18,239","118,859","4,938",0,0,"29,079","16,679",672,0,"4,461","33,490","62,735","257,820","353,316","80,759","59,950","106,247","24,455",404,"7,698","3,003","25,121","8,279","168,364","13,610","2,336","23,757","19,247","216,539","200,951","920,355","67,395","37,726","295,414","212,645","96,760","316,470","957,416","43,061","158,802",0,"7,303","258,178",0,"10,482",476,"9,458","43,492","172,505",420,"129,747","108,213","164,138",143,"127,552","329,773","676,870","2,951","43,179",0,"207,556","11,155","178,075","604,836","95,193","228,652","70,544","903,306","130,692",0,"107,125","10,361,067",0,"41,215,793",0,0,0,0,0,"41,215,793","51,576,860","323,224","41,539,017","51,900,084",0,"41,539,017","51,900,084",0.000000 ,1.000000 ,0.016207 ,0.000000 
物品賃借サービス,"813,562","4,529,264","400,883","957,949","49,736",0,0,"188,584","561,908","176,846","101,198","180,641","1,154,994","133,528","18,824","3,137","111,908","882,632","95,949","206,612","411,483","865,807","31,441","43,757",487,759,"93,081","25,923","644,834","259,280","129,639","37,944","41,238","826,985","247,936",0,0,"51,218","185,210","5,814",0,"65,890","132,189","632,993","1,699,695","3,106,142","486,724","2,196,128","1,653,577","1,417,842","26,897","84,283","44,354","416,814","30,553","6,219,477","283,223","94,396","276,804","243,464","2,371,690","257,104","12,025,338","836,881","130,676","106,240","1,472,285","1,621,282","4,912,806","1,312,328","193,190","545,746",0,"87,494","5,811,394","12,379,165","44,339","1,139,887","102,248","91,552","412,200","4,003","1,718,526","591,790","2,466,500","8,090,987","921,229","593,187","7,432,456","1,243,377","2,750,327","245,211","331,453","47,209","2,142,677","4,585,422","1,168,638","510,271","273,426","719,739","386,596",0,"475,667","116,134,972","307,312","4,427,894",0,0,0,0,0,"4,735,206","120,870,178","3,533,226","8,268,432","124,403,404","-28,577,728","-20,309,296","95,825,676",0.236433 ,0.763567 ,0.001741 ,0.000000 
広告,"8,174",0,"23,354","22,406","28,533",0,0,"40,542","577,611","46,806","16,911","685,019","474,465","229,669",431,699,"20,383","71,195","41,542","293,253","260,652","27,571","22,067","3,080",125,375,"1,551,190","12,977","1,564","140,630","25,992","43,137","22,912","40,692","16,346",0,0,"19,123","11,677","1,120",0,"8,530","53,384","76,684","293,525","414,477","299,698","447,571","360,052","144,410","31,176","47,056","17,779","317,377","37,753","4,600,450","21,076","11,580","177,347","1,246","572,540","35,244","596,274","193,493","79,897","184,333","44,376","936,591","5,246,227","6,420,873","788,955","1,615,008",0,"78,592","507,735",0,"26,279","48,071","22,257","3,714","488,433","14,539","1,872,262","431,535","1,921,474","1,052,313","949,082","150,922","683,898","110,043","109,624","214,358","631,709","2,895","228,288","2,793,335","175,035","1,415,428","354,532","599,160","444,369",0,"210,876","44,397,963",0,"33,349",0,0,0,0,0,"33,349","44,431,312","273,207","306,556","44,704,519","-23,858,799","-23,552,243","20,845,720",0.536982 ,0.463018 ,0.000013 ,0.000000 
自動車整備・機械修理,"2,581,603","746,449","481,147","1,661,570","35,416",0,0,"104,459","220,506","243,149","116,881","235,345","396,510","74,807","9,847","6,489","22,078","813,692","12,352","209,081","157,429","112,124","76,574","25,668",832,"2,098","240,673","13,664","95,847","263,812","96,358","13,568","51,788","1,142,172","159,717",0,0,"214,911","178,752","10,282",0,"72,485","260,741","423,098","666,442","958,728","436,532","670,818","1,569,896","208,892","8,942","45,082","36,742","200,285","32,552","2,615,619","31,465","5,927","97,052","26,645","1,526,174","1,236,636","8,665,063","3,314,801","119,189","1,044,433","2,269,912","115,496","297,625","746,589","178,935","277,923",0,"40,481","5,366,301","18,649,165","11,374","38,940","108,733","64,375","690,293","7,858","539,591","293,381","1,502,529","10,310,714","645,700","1,415,045","1,514,158","491,117","334,300","459,924","8,754,783","7,389","716,468","1,179,147","476,559","674,684","389,175","477,304","159,271",0,"991,281","95,298,409","45,680","16,074,236",0,0,0,0,0,"16,119,916","111,418,325","6,489","16,126,405","111,424,814",-896,"16,125,509","111,423,918",0.000008 ,0.999992 ,0.006321 ,0.000000 
その他の対事業所サービス,"23,896","69,833","146,639","63,229","161,073",0,0,"173,768","910,010","211,593","21,646","668,748","712,020","116,251","11,510","6,588","198,045","315,529","68,328","164,375","298,782","660,975","44,243","33,912",457,"3,083","528,554","36,172","53,241","460,736","97,941","33,916","279,024","1,455,117","191,122",0,0,"71,507","133,203","5,328",0,"72,627","235,386","785,840","1,676,178","1,954,689","818,770","1,087,483","2,171,119","511,713","44,733","156,842","102,815","959,433","156,263","6,359,414","104,077","30,825","236,537","109,268","12,986,158","1,362,508","39,963,329","2,299,225","184,061","2,846,269","1,805,344","8,349,089","19,666,417","14,921,566","4,783,771","4,966,088","708,774","339,712","1,551,717","41,599","73,710","54,203","141,917","467,214","5,918,152","138,339","9,356,733","1,671,983","7,418,428","27,501,634","8,631,680","5,612,449","16,562,876","2,248,123","1,717,744","2,578,486","3,737,864","714,913","2,265,440","17,087,549","502,049","1,555,356","819,511","1,149,536","929,573",0,"1,116,809","262,752,304","269,217","5,691,599",0,"2,550,901","20,794,757",0,0,"29,306,474","292,058,778","5,336,922","34,643,396","297,395,700","-76,259,558","-41,616,162","221,136,142",0.261110 ,0.738890 ,0.002238 ,0.000000 
宿泊業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,807,566","37,584,757",0,0,0,0,0,"49,392,323","49,392,323","24,161,771","73,554,094","73,554,094","-10,843,446","62,710,648","62,710,648",0.219537 ,0.780463 ,0.014779 ,0.000000 
飲食サービス,0,0,0,0,0,0,0,0,0,0,0,0,"712,291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,753,361","540,728","2,056,118",0,0,0,0,0,"668,971","799,013",0,0,0,0,"18,468","7,548,950","56,093,892","101,985,562",0,0,0,0,0,"158,079,454","165,628,404","33,880,355","191,959,809","199,508,759","-44,897,599","147,062,210","154,611,160",0.271074 ,0.728926 ,0.040102 ,0.000000 
洗濯・理容・美容・浴場業,2,0,"3,441",56,"1,475",0,0,579,"17,002","3,199","2,833","5,755","2,901","2,085",193,63,428,"3,457",148,"2,018","1,928","1,451",227,67,3,8,"2,865",40,316,"1,304",352,400,14,148,36,0,0,"1,205",913,12,0,197,"1,245","2,240","3,799","5,186","2,535","10,480","11,989","1,677",234,313,16,"1,228",419,"27,600",605,90,"1,583",33,"2,840","1,548","51,387","1,560",136,"1,446","5,791","17,404","23,965","21,095","2,860","2,984",0,"46,327","16,859",916,"1,115","1,089",922,218,"3,183","5,990","45,081","27,053","15,731","57,637","30,378","2,432","4,532,535","931,660","1,170,457","3,552","5,089","3,107","2,066","17,590","557,448","469,698","1,037,259","5,164","27,078",0,"85,796","9,364,839","178,410","38,887,810",0,0,0,0,0,"39,066,220","48,431,059","1,603,491","40,669,711","50,034,550","-989,075","39,680,636","49,045,475",0.020422 ,0.979578 ,0.015291 ,0.000000 
娯楽サービス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,903",0,0,0,0,0,0,0,0,0,0,0,0,0,"15,233","1,672,168","845,113",0,"35,538",0,0,0,0,0,0,"21,965",0,0,"165,860","38,449",0,"429,636","97,605",0,"25,222","3,362,692","10,083,412","67,163,624",0,0,0,0,0,"77,247,036","80,609,728","2,752,375","79,999,411","83,362,103","-11,865,800","68,133,611","71,496,303",0.147201 ,0.852799 ,0.026410 ,0.000000 
その他の対個人サービス,13,0,"17,719","18,516","30,714",0,0,"1,881","8,792","2,055",179,"5,787","4,453","2,052",252,48,639,"2,601",281,"1,524","2,031","3,127",706,52,6,22,"4,058",242,789,"1,542",391,966,459,"3,420",532,0,0,"1,134","1,229",160,0,805,"1,746","2,817","9,113","13,211","10,018","7,062","15,669","4,643",376,696,598,"5,176",661,"36,664",783,245,"3,625",874,"58,581","12,145","237,575","3,907","2,285","10,118",0,"239,884","259,022","48,016","90,180","98,096","192,042","3,086","46,180",0,"1,730",665,"1,280","2,165","23,583","4,634","38,578","99,426","214,136","188,242","87,808","178,249","149,868","15,081","25,200","144,804","87,853","8,725","46,465","261,402","135,863","61,147","78,406","193,225","481,845",0,"25,671","4,090,322","603,287","48,755,058",0,0,0,0,0,"49,358,345","53,448,667","1,119,354","50,477,699","54,568,021","-236,261","50,241,438","54,331,760",0.004420 ,0.995580 ,0.019171 ,0.000000 
事務用品,"20,801","56,827","19,606","270,735","36,407",0,0,"13,939","54,577","31,790","2,591","21,360","64,490","5,666",250,769,"6,845","46,813","6,556","22,317","38,088","30,731","8,245",768,119,498,"19,497","3,138","3,526","3,975","2,798","9,566","8,796","50,068","5,336",0,0,"2,926","5,074",388,0,"3,143","11,599","32,649","63,750","199,913","78,040","49,675","97,260","45,041","2,682","5,251","8,827","41,217","7,043","121,349","10,104","4,517","132,777","2,687","230,537","3,277","1,344,666","4,590","3,813","30,326","311,073","439,869","986,483","913,799","101,481","65,403",0,"28,057","226,090","47,883","31,886","6,487","35,421","14,554","93,378","70,193","258,370","59,157","123,672","1,912,644","517,313","726,902","572,658","283,722","470,508","253,035","78,862","4,640","128,490","422,779","144,374","128,028","176,446","85,128","138,068",0,"9,690","13,277,152",0,0,0,0,0,0,0,0,"13,277,152",0,0,"13,277,152",0,0,"13,277,152",0.000000 ,1.000000 ,0.000000 ,0.000000 
分類不明,"1,491,514","1,524,277","310,601","1,808,719","439,760",0,0,"62,891","423,832","50,623","42,660","27,067","99,612","73,421","2,807","1,931","13,972","342,045","8,704","57,134","112,445","54,793","2,072","4,361",243,611,"81,318","4,531","146,100","43,168","49,642","193,323","110,962","506,223","26,146",0,0,"41,292","154,538","4,754",0,"14,614","23,091","180,642","891,543","1,014,767","323,495","77,214","129,694","240,787","10,261","20,210","20,368","146,588","12,564","319,386","112,696","18,783","56,960","20,597","4,196,120","1,468,052","8,878,130","104,590","54,457","323,670","163,393","1,441,733","3,217,793","1,212,325","420,830","2,509,755","32,283","315,451","1,005,965",0,"40,979","71,579","41,950","106,506","803,224","7,385","1,095,782","25,417","523,069","132,809","3,220,484","330,056","1,034,003","723,753","458,359","224,325","543,334","5,064","784,718","2,601,662","86,240","280,723","238,385","84,402","108,952","7,243",0,"50,877,302",0,"204,911",0,0,0,0,0,"204,911","51,082,213","15,364","220,275","51,097,577","-852,669","-632,394","50,244,908",0.016692 ,0.983308 ,0.000081 ,0.000000 
内生部門計,"45,524,914","106,261,711","6,675,819","23,072,828","12,370,603",0,0,"9,541,313","113,557,016","32,496,006","47,009,451","21,873,504","47,244,283","3,617,303","3,269,896","565,371","6,820,438","41,594,408","3,572,754","27,779,774","27,140,339","16,391,941","6,236,594","729,068","67,237","302,816","23,905,474","2,977,528","6,580,550","24,427,636","4,038,729","6,070,177","4,460,641","39,224,231","4,660,898",0,0,"35,756,357","14,495,896","1,542,388",0,"8,028,111","18,583,213","33,250,536","53,921,595","89,662,173","44,752,499","46,281,909","115,957,910","26,039,804","2,456,231","7,470,343","5,328,509","31,221,213","5,262,710","560,072,053","10,469,549","1,699,671","21,507,218","6,325,813","139,977,111","47,513,525","351,150,409","27,782,335","8,835,661","17,467,794","27,658,753","67,701,807","119,783,735","79,260,361","17,357,251","33,422,320","64,213,395","5,600,641","46,513,579","85,760,626","3,458,502","4,471,974","1,857,613","2,590,014","20,882,893","3,208,863","53,591,808","14,256,831","40,363,931","171,183,563","46,960,173","32,533,142","206,794,203","24,247,777","23,502,889","22,193,770","28,930,223","14,040,300","64,587,762","54,781,121","31,495,817","81,792,826","13,321,767","20,054,060","15,655,009","13,277,152","30,760,051","4,040,940,289","117,891,046","2,543,128,937","1,157,290,099","681,093,036","770,021,609","12,321,713","8,708,741","5,290,455,181","9,331,395,470","2,463,799,002","7,754,254,183","11,795,194,472","-3,236,910,848","4,517,343,335","8,558,283,624",0.346884 ,0.653116 ,1.000000 ,1.000000 
